Date,Rain,Temp Max,Temp Min
23-10-1951,0,28.93000031,19.62999916
24-10-1951,0,30.29000092,19.95000076
25-10-1951,0,30.30999947,19.73999977
26-10-1951,0,29.72999954,19.20999908
27-10-1951,0.744823158,30.18000031,20.35000038
28-10-1951,7.843435764,28.23999977,20.06999969
29-10-1951,0,29.62999916,20.10000038
30-10-1951,0.800140083,29.15999985,20.56999969
31-10-1951,2.089798689,29.15999985,21.09000015
01-11-1951,0,29.21999931,20.5
02-11-1951,0,28.01000023,20.11000061
03-11-1951,0,27.95999908,20.88999939
04-11-1951,0,27.90999985,20.17000008
05-11-1951,0,29.13999939,20.59000015
06-11-1951,0,29.18000031,20.42000008
07-11-1951,0.330759704,28.04000092,20.09000015
08-11-1951,1.780460835,28.05999947,20.92000008
09-11-1951,0,27.88999939,20.04000092
10-11-1951,0,28.26000023,20.45999908
11-11-1951,0,28.09000015,19.37999916
12-11-1951,0,27.71999931,18.06999969
13-11-1951,0,27.5,18.01000023
14-11-1951,0,27.87000084,17.94000053
15-11-1951,0,28.37999916,18.45999908
16-11-1951,0,28.45999908,17.14999962
17-11-1951,0,27.68000031,18.06999969
18-11-1951,2.540401697,27.20999908,19.39999962
19-11-1951,0.45797497,24.29999924,19.23999977
20-11-1951,0.585190237,24.51000023,19.86000061
21-11-1951,2.578229427,26.75,19.86000061
22-11-1951,1.142062187,28.25,19.59000015
23-11-1951,0,28.44000053,19.46999931
24-11-1951,0,28.01000023,18.63999939
25-11-1951,0,28.19000053,17.36000061
26-11-1951,0,29.40999985,18.44000053
27-11-1951,0,28.79999924,19.45000076
28-11-1951,0,28.42000008,19.48999977
29-11-1951,0,28.05999947,19.04000092
30-11-1951,0,26.80999947,18.57999992
01-12-1951,0,26.90999985,17.95000076
02-12-1951,0,25.87000084,16.68000031
03-12-1951,0,26.20000076,15.31999969
04-12-1951,0,26.12000084,14.63000011
05-12-1951,0,26.17000008,14.09000015
06-12-1951,0,26.61000061,14.47000027
07-12-1951,0,26.70000076,12.86999989
08-12-1951,0,27.14999962,14.85999966
09-12-1951,0,27.44000053,15.22000027
10-12-1951,0,27.75,14.25
11-12-1951,0,27.84000015,14.31999969
12-12-1951,0,28.14999962,15.02999973
13-12-1951,0,28.44000053,15.38000011
14-12-1951,0,28.61000061,17.60000038
15-12-1951,0,27.67000008,18.30999947
16-12-1951,0,27.34000015,18.14999962
17-12-1951,0,27.29000092,17.5
18-12-1951,0,27.23999977,16.89999962
19-12-1951,0,27.51000023,14.85999966
20-12-1951,0,26.95000076,14.60000038
21-12-1951,0,27.17000008,14.81999969
22-12-1951,0,26.79000092,14.14999962
23-12-1951,0,26.17000008,13.71000004
24-12-1951,0,26.12999916,13.22000027
25-12-1951,0,26.02000046,14.14999962
