Date,Rain,Temp Max,Temp Min,Location,Rain,Temp Max,Temp Min,Location
08-04-1951,0,30.62999916,15.35999966,POINT (72.5 23.5),0,32.31999969,17.80999947,POINT (72.5 22.5)
09-04-1951,0,31.98999977,16.27000046,POINT (72.5 23.5),0,34.45000076,18.70999908,POINT (72.5 22.5)
10-04-1951,0,33.79999924,14.73999977,POINT (72.5 23.5),0,36.20000076,16.94000053,POINT (72.5 22.5)
11-04-1951,0,35.33000183,17.87000084,POINT (72.5 23.5),0,37.54999924,19.78000069,POINT (72.5 22.5)
12-04-1951,0,37.29000092,19.04999924,POINT (72.5 23.5),0,38.81999969,20.37000084,POINT (72.5 22.5)
13-04-1951,0,38.04000092,20.43000031,POINT (72.5 23.5),0,38.93000031,21.22999954,POINT (72.5 22.5)
14-04-1951,0,38.59999847,21.34000015,POINT (72.5 23.5),0,39.13000107,22.18000031,POINT (72.5 22.5)
15-04-1951,0,40.16999817,23.09000015,POINT (72.5 23.5),0,39.97000122,24.51000023,POINT (72.5 22.5)
16-04-1951,0,40.54000092,24.63999939,POINT (72.5 23.5),0,40.65000153,25.76000023,POINT (72.5 22.5)
17-04-1951,0,39.40999985,24.70999908,POINT (72.5 23.5),0,39.59000015,25.44000053,POINT (72.5 22.5)
18-04-1951,0,38.31999969,24.13999939,POINT (72.5 23.5),0,38.61000061,25.94000053,POINT (72.5 22.5)
19-04-1951,0,37.66999817,22.70999908,POINT (72.5 23.5),0,37.88999939,23.94000053,POINT (72.5 22.5)
20-04-1951,0,36.25,20.97999954,POINT (72.5 23.5),0,37.02000046,22.56999969,POINT (72.5 22.5)
21-04-1951,0,35.70999908,21.5,POINT (72.5 23.5),0,36.52000046,22.71999931,POINT (72.5 22.5)
22-04-1951,0,34.68000031,20.84000015,POINT (72.5 23.5),0,35.65000153,22.37999916,POINT (72.5 22.5)
23-04-1951,0,35.70000076,22.14999962,POINT (72.5 23.5),0,36.29999924,23.75,POINT (72.5 22.5)
24-04-1951,0,36.15999985,22.31999969,POINT (72.5 23.5),0,36.59999847,23.87999916,POINT (72.5 22.5)
25-04-1951,0,36.18999863,24.32999992,POINT (72.5 23.5),0,36.75999832,25.84000015,POINT (72.5 22.5)
26-04-1951,0,36.11000061,22.90999985,POINT (72.5 23.5),0,36.58000183,24.37000084,POINT (72.5 22.5)
27-04-1951,0,36.75,23.38999939,POINT (72.5 23.5),0,36.97999954,24.51000023,POINT (72.5 22.5)
28-04-1951,0,36.84999847,23.37000084,POINT (72.5 23.5),0,36.91999817,24.25,POINT (72.5 22.5)
29-04-1951,0,36.66999817,24.32999992,POINT (72.5 23.5),0,36.95999908,25.14999962,POINT (72.5 22.5)
30-04-1951,0,37.06999969,23.86000061,POINT (72.5 23.5),0,37.11999893,24.84000015,POINT (72.5 22.5)
01-05-1951,0,37.16999817,23.06999969,POINT (72.5 23.5),0,37.43000031,24.69000053,POINT (72.5 22.5)
02-05-1951,0,37.11000061,22.84000015,POINT (72.5 23.5),0,37.70999908,23.76000023,POINT (72.5 22.5)
03-05-1951,0,36.63999939,22.25,POINT (72.5 23.5),0,37.04999924,23.18000031,POINT (72.5 22.5)
04-05-1951,0,37.13000107,22.85000038,POINT (72.5 23.5),0,37.63000107,24.09000015,POINT (72.5 22.5)
05-05-1951,0,36,23.47999954,POINT (72.5 23.5),0,36.54000092,24.72999954,POINT (72.5 22.5)
06-05-1951,0,37.36000061,24.87999916,POINT (72.5 23.5),0,37.83000183,25.72999954,POINT (72.5 22.5)
07-05-1951,0,39.25,25.98999977,POINT (72.5 23.5),0,39.11000061,26.60000038,POINT (72.5 22.5)
08-05-1951,0,40.13000107,25.44000053,POINT (72.5 23.5),0,40.02000046,25.87000084,POINT (72.5 22.5)
09-05-1951,0,40.34000015,26.01000023,POINT (72.5 23.5),0,40.43999863,26.23999977,POINT (72.5 22.5)
10-05-1951,0,40.68000031,25.28000069,POINT (72.5 23.5),0,40.93000031,25.88999939,POINT (72.5 22.5)
11-05-1951,0,40.88999939,25.75,POINT (72.5 23.5),0,41.27000046,26.23999977,POINT (72.5 22.5)
12-05-1951,0,40.90999985,25.78000069,POINT (72.5 23.5),0,40.79000092,25.70000076,POINT (72.5 22.5)
13-05-1951,0,40.31999969,24.77000046,POINT (72.5 23.5),0,40.38999939,25.18000031,POINT (72.5 22.5)
14-05-1951,0,40.29000092,25.05999947,POINT (72.5 23.5),0,40.09000015,25.55999947,POINT (72.5 22.5)
15-05-1951,0,38.65999985,24.43000031,POINT (72.5 23.5),0,39.20999908,24.93000031,POINT (72.5 22.5)
16-05-1951,0,39.59000015,25.52000046,POINT (72.5 23.5),0,39.36000061,25.95999908,POINT (72.5 22.5)
17-05-1951,0,40.04000092,25.54000092,POINT (72.5 23.5),0,39.61999893,26.09000015,POINT (72.5 22.5)
18-05-1951,0,42.45000076,26.54000092,POINT (72.5 23.5),0,41.91999817,26.37999916,POINT (72.5 22.5)
19-05-1951,0,42.81000137,25.44000053,POINT (72.5 23.5),0,41.93999863,25.55999947,POINT (72.5 22.5)
20-05-1951,0,41.90999985,24.51000023,POINT (72.5 23.5),0,41.36000061,24.67000008,POINT (72.5 22.5)
21-05-1951,0,40.47000122,24.22999954,POINT (72.5 23.5),0,39.99000168,24.79999924,POINT (72.5 22.5)
22-05-1951,3.906174183,39.45000076,25.29999924,POINT (72.5 23.5),0,39.24000168,26,POINT (72.5 22.5)
23-05-1951,0,39.93000031,25.98999977,POINT (72.5 23.5),0,39.83000183,26.45000076,POINT (72.5 22.5)
24-05-1951,2.808934212,39.93000031,26.73999977,POINT (72.5 23.5),0,39.70999908,26.96999931,POINT (72.5 22.5)
25-05-1951,0,40.56999969,27,POINT (72.5 23.5),0,40.18999863,27.42000008,POINT (72.5 22.5)
26-05-1951,0,40.40999985,27.28000069,POINT (72.5 23.5),0,39.79999924,27.59000015,POINT (72.5 22.5)
27-05-1951,11.1479578,39.54000092,26.42000008,POINT (72.5 23.5),0,39.70000076,27.07999992,POINT (72.5 22.5)
28-05-1951,0,39.27999878,25,POINT (72.5 23.5),0,38.95999908,25.82999992,POINT (72.5 22.5)
29-05-1951,0,39.04000092,24.88999939,POINT (72.5 23.5),0,38.97999954,25.69000053,POINT (72.5 22.5)
30-05-1951,3.335609674,38.20000076,26.06999969,POINT (72.5 23.5),0,38.13000107,26.87999916,POINT (72.5 22.5)
31-05-1951,0,38.13000107,24.39999962,POINT (72.5 23.5),0,38.31000137,26.38999939,POINT (72.5 22.5)
01-06-1951,0,36.31000137,25.45000076,POINT (72.5 23.5),0,37.31999969,27.12000084,POINT (72.5 22.5)
02-06-1951,13.5214386,36.36999893,22.82999992,POINT (72.5 23.5),1.457522511,37.54999924,25,POINT (72.5 22.5)
03-06-1951,0,36.65000153,25.65999985,POINT (72.5 23.5),0.253153324,37.47999954,27.02000046,POINT (72.5 22.5)
04-06-1951,0,38.86000061,26.36000061,POINT (72.5 23.5),0,38.79000092,27.07999992,POINT (72.5 22.5)
05-06-1951,0,40.31999969,27.02000046,POINT (72.5 23.5),0,39.63999939,27.61000061,POINT (72.5 22.5)
06-06-1951,0,40.66999817,26.54999924,POINT (72.5 23.5),0,39.88999939,27.52000046,POINT (72.5 22.5)
07-06-1951,0,38.31999969,27.81999969,POINT (72.5 23.5),0,38.50999832,28.69000053,POINT (72.5 22.5)
08-06-1951,0,38.22000122,27.03000069,POINT (72.5 23.5),0,38.65000153,28.19000053,POINT (72.5 22.5)
09-06-1951,0,38.5,27.38999939,POINT (72.5 23.5),0,38.79000092,28.11000061,POINT (72.5 22.5)
10-06-1951,0.385260612,38.02000046,27.95999908,POINT (72.5 23.5),0,38.15999985,28.93000031,POINT (72.5 22.5)
11-06-1951,0.763468981,39.11000061,27.63999939,POINT (72.5 23.5),0,39.40999985,28.79000092,POINT (72.5 22.5)
12-06-1951,0,40.04999924,27.36000061,POINT (72.5 23.5),0,39.88000107,27.65999985,POINT (72.5 22.5)
13-06-1951,0,36.77999878,26.18000031,POINT (72.5 23.5),0,36.15999985,26.29999924,POINT (72.5 22.5)
14-06-1951,3.567801714,35.70999908,25.78000069,POINT (72.5 23.5),0,36.25999832,26.51000023,POINT (72.5 22.5)
15-06-1951,1.651344657,33.63000107,25.04999924,POINT (72.5 23.5),0,33.95000076,26.15999985,POINT (72.5 22.5)
16-06-1951,0,34.58000183,24.92000008,POINT (72.5 23.5),0,34.83000183,26.32999992,POINT (72.5 22.5)
17-06-1951,0,36.50999832,25.56999969,POINT (72.5 23.5),0,36.52999878,26.97999954,POINT (72.5 22.5)
18-06-1951,0,36.18999863,25.57999992,POINT (72.5 23.5),0,36.50999832,26.11000061,POINT (72.5 22.5)
19-06-1951,0.210661441,36.06000137,25.87000084,POINT (72.5 23.5),0.17040953,36.18999863,26.79000092,POINT (72.5 22.5)
20-06-1951,0,36.59999847,25.52000046,POINT (72.5 23.5),0,37.09000015,27.15999985,POINT (72.5 22.5)
21-06-1951,0.30755496,36.63000107,25.32999992,POINT (72.5 23.5),0.637305677,36.86999893,26.51000023,POINT (72.5 22.5)
22-06-1951,0.56814748,36.54999924,26.36000061,POINT (72.5 23.5),0,36.49000168,26.92000008,POINT (72.5 22.5)
23-06-1951,0.114906237,36.93000031,25.92000008,POINT (72.5 23.5),1.903712988,36.99000168,27.28000069,POINT (72.5 22.5)
24-06-1951,0.683053792,36.31999969,26.45999908,POINT (72.5 23.5),0,36.33000183,27.87000084,POINT (72.5 22.5)
25-06-1951,0,36.24000168,26.60000038,POINT (72.5 23.5),0,36.5,28.11000061,POINT (72.5 22.5)
26-06-1951,3.192640781,36.66999817,26.89999962,POINT (72.5 23.5),0,36.70999908,28.11000061,POINT (72.5 22.5)
27-06-1951,3.278265476,35.36000061,25.44000053,POINT (72.5 23.5),7.516338348,35.45999908,26.20999908,POINT (72.5 22.5)
28-06-1951,0.823742867,31.97999954,25.02000046,POINT (72.5 23.5),0.143391624,32.09000015,26.01000023,POINT (72.5 22.5)
29-06-1951,1.170342207,32.77999878,25.23999977,POINT (72.5 23.5),0,33.11000061,26.34000015,POINT (72.5 22.5)
30-06-1951,0.160730332,33.09999847,25.22999954,POINT (72.5 23.5),2.49849534,33.49000168,26.76000023,POINT (72.5 22.5)
01-07-1951,0,31.5,24.01000023,POINT (72.5 23.5),0.849425733,32.11999893,25.78000069,POINT (72.5 22.5)
02-07-1951,0,31.82999992,24.11000061,POINT (72.5 23.5),0,32.75999832,25.95999908,POINT (72.5 22.5)
03-07-1951,0.510708809,32.22000122,24.23999977,POINT (72.5 23.5),0,33.20000076,26.12000084,POINT (72.5 22.5)
04-07-1951,0,33.79000092,24.54000092,POINT (72.5 23.5),11.11534309,34.36000061,25.87000084,POINT (72.5 22.5)
05-07-1951,0,33.90999985,24.14999962,POINT (72.5 23.5),0.337515771,34.15999985,25.20000076,POINT (72.5 22.5)
06-07-1951,0.146824643,34.95000076,25.40999985,POINT (72.5 23.5),0,35.34999847,26.69000053,POINT (72.5 22.5)
07-07-1951,8.679437637,35.16999817,24.70999908,POINT (72.5 23.5),0,35.38999939,25.70000076,POINT (72.5 22.5)
08-07-1951,0,35.79999924,25.18000031,POINT (72.5 23.5),0,35.81999969,26.15999985,POINT (72.5 22.5)
09-07-1951,1.635022879,37.06999969,23.03000069,POINT (72.5 23.5),0,36.84000015,24.05999947,POINT (72.5 22.5)
10-07-1951,0,34.29999924,25.75,POINT (72.5 23.5),0.364540786,34.09999847,26.86000061,POINT (72.5 22.5)
11-07-1951,0,37.45999908,26.10000038,POINT (72.5 23.5),0.1054122,36.77999878,27.39999962,POINT (72.5 22.5)
12-07-1951,0,35.04999924,25.35000038,POINT (72.5 23.5),0,34.88000107,26.70000076,POINT (72.5 22.5)
13-07-1951,0,34.72000122,24.98999977,POINT (72.5 23.5),7.66285038,34.91999817,26.01000023,POINT (72.5 22.5)
14-07-1951,0,33.36999893,24.62999916,POINT (72.5 23.5),3.36064291,33.43999863,25.55999947,POINT (72.5 22.5)
15-07-1951,6.671219349,33.97000122,24.98999977,POINT (72.5 23.5),0.244076878,33.77999878,25.85000038,POINT (72.5 22.5)
16-07-1951,3.00438714,34.91999817,25.92000008,POINT (72.5 23.5),4.449491024,35.04999924,26.88999939,POINT (72.5 22.5)
17-07-1951,0.361643195,34.79000092,24.68000031,POINT (72.5 23.5),1.625431657,35.06000137,25.67000008,POINT (72.5 22.5)
18-07-1951,5.164144039,33.43999863,25.46999931,POINT (72.5 23.5),0.216197491,33.68999863,26.52000046,POINT (72.5 22.5)
19-07-1951,0.191510394,33.86999893,25.26000023,POINT (72.5 23.5),4.821703911,33.38999939,26.04000092,POINT (72.5 22.5)
20-07-1951,1.407907367,33.08000183,24.46999931,POINT (72.5 23.5),0,32.63999939,25.5,POINT (72.5 22.5)
21-07-1951,0.502282202,33.15000153,25.34000015,POINT (72.5 23.5),0,33.22999954,26.25,POINT (72.5 22.5)
22-07-1951,0,34.41999817,25.67000008,POINT (72.5 23.5),6.292961121,34.31000137,26.40999985,POINT (72.5 22.5)
23-07-1951,0.261186749,35.27000046,25.43000031,POINT (72.5 23.5),6.362968445,34.84999847,26.39999962,POINT (72.5 22.5)
24-07-1951,0.274498254,35.56999969,24.79999924,POINT (72.5 23.5),85.13341522,35.63000107,25.63999939,POINT (72.5 22.5)
25-07-1951,11.14543247,35.06000137,24.77000046,POINT (72.5 23.5),17.93611908,35.04999924,26.04999924,POINT (72.5 22.5)
26-07-1951,30.38470078,34.18999863,24.54999924,POINT (72.5 23.5),21.69104195,34.59999847,25.28000069,POINT (72.5 22.5)
27-07-1951,24.37984848,29.55999947,23.73999977,POINT (72.5 23.5),15.69037914,29.46999931,24.60000038,POINT (72.5 22.5)
28-07-1951,23.23646736,30.02000046,23.57999992,POINT (72.5 23.5),3.066153049,30.52000046,24.95000076,POINT (72.5 22.5)
29-07-1951,23.22812462,29.5,23.80999947,POINT (72.5 23.5),1.609910131,30.45000076,25.26000023,POINT (72.5 22.5)
30-07-1951,4.47673893,30.47999954,24.17000008,POINT (72.5 23.5),0,31.46999931,25.48999977,POINT (72.5 22.5)
31-07-1951,0,30.70000076,24.43000031,POINT (72.5 23.5),0,31.77000046,25.70999908,POINT (72.5 22.5)
01-08-1951,1.126146317,30.45000076,24.45999908,POINT (72.5 23.5),0,31.28000069,25.73999977,POINT (72.5 22.5)
02-08-1951,0,30.80999947,24.20000076,POINT (72.5 23.5),0.86658591,31.63999939,25.40999985,POINT (72.5 22.5)
03-08-1951,0.401825786,31.42000008,24.19000053,POINT (72.5 23.5),0,32.02000046,25.37999916,POINT (72.5 22.5)
04-08-1951,0,31.64999962,24.39999962,POINT (72.5 23.5),0,32.15000153,25.70000076,POINT (72.5 22.5)
05-08-1951,0,31.75,24.27000046,POINT (72.5 23.5),1.684142828,32.79999924,25.54000092,POINT (72.5 22.5)
06-08-1951,0,30.88999939,24.09000015,POINT (72.5 23.5),7.314554214,31.60000038,25.20000076,POINT (72.5 22.5)
07-08-1951,1.557531714,31.36000061,24.52000046,POINT (72.5 23.5),6.948098183,31.39999962,25.70999908,POINT (72.5 22.5)
08-08-1951,8.04368782,29.37000084,24.57999992,POINT (72.5 23.5),13.79601002,29.60000038,25.22999954,POINT (72.5 22.5)
